地區,項目,年齡,伴侶年齡,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼,年齡區間,伴侶年齡區間
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,24歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,25歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,26歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,28歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,27歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,29歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,31歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,32歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,33歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,34歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,35~39歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),未滿15歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,未滿15歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,18歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,19歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,20歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,22歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,21歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,23歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,24歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,25歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,26歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,27歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,29歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,28歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,31歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,33歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,32歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,34歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,35~39歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,18歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,20歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,19歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,21歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,24歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,22歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,23歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,25歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,26歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,27歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,28歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,29歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,31歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,32歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,33歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,34歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,35~39歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,19歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,18歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,20歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,21歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,22歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,23歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,24歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,25歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,26歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,27歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,28歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,29歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,31歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,32歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,34歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,33歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,35~39歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,35~44歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,45~54歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,55~64歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲,65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,65歲以上
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,未滿15歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,18歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,19歲,9,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,20歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,21歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,23歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,22歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,24歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,15~24歲
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲,25歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,910289111,(04)22289111,66000,10019000,15~24歲,25~34歲
