地區,項目,欄位名稱,數值,資料時間日期,資料週期,郵遞區號,機關代碼,電子郵件,行動電話,市話,縣市別代碼,行政區域代碼
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_31歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_33歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_32歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_34歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_35~39歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),15歲_65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_18歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_20歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_19歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_21歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_24歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_22歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_23歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_25歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_26歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_27歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_28歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_29歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_31歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_32歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_33歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_34歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_35~39歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),16歲_65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_19歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_18歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_20歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_21歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_22歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_23歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_24歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_25歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_26歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_27歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_28歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_30歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_29歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_31歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_32歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_34歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_33歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_35~39歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_40~44歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_45~54歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),17歲_65歲以上,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_未滿15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_15歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_16歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_17歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_18歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_19歲,9,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_20歲,14,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_21歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_23歲,5,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_22歲,11,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_24歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_25歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_26歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_27歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_28歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_29歲,2,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_30歲,6,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_31歲,3,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_32歲,8,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_33歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_34歲,4,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_35~39歲,24,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_40~44歲,10,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_45~54歲,1,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
臺中市,結婚對數按男女雙方年齡分(按發生日期)-結婚對數(單位:對),18歲_55~64歲,0,2018-01-01T00:00:00,年,407610,387000000A,oddisp@taichung.gov.tw,0910289111,(04)22289111,66000,10019000
